listingUrl,displayAddress,price,propertySubType,propertyImage,detailedDescription,sizeFt,sizeAc,postalCode,brochureUrl,agentCompanyName,agentName,agentCity,agentEmail,agentPhone,agentStreet,agentPostcode,tenure,saleType,date,status
http://www.homes-on-line.com/surrey/chancellor-sons.133/full_agent/f133_6001.htm,"Frimley Grove Gardens, Frimley, Surrey. GU16 7JX",360000,Semi-Detached,"['http://www.homes-on-line.com/surrey/chancellor-sons.133/pics/p133_6001.jpg', 'http://www.homes-on-line.com/surrey/chancellor-sons.133/pics/p133_6001.jpg', 'http://www.homes-on-line.com/surrey/chancellor-sons.133/pics/a133_6001.jpg', 'http://www.homes-on-line.com/surrey/chancellor-sons.133/pics/b133_6001.jpg', 'http://www.homes-on-line.com/surrey/chancellor-sons.133/pics/c133_6001.jpg', 'http://www.homes-on-line.com/surrey/chancellor-sons.133/pics/d133_6001.jpg', 'http://www.homes-on-line.com/surrey/chancellor-sons.133/pics/e133_6001.jpg']","A SEMI-DETACHED 3 BEDROOM HOUSE ON THE MARKET FOR THE FIRST TIME IN NEARLY 50 YEARS SITUATED IN A POPULAR LOCATION WITHIN EASY REACH OF FRIMLEY TOWN CENTRE 3 Bedrooms, 2 Reception Rooms, Kitchen/Breakfast Room, Bathroom, Double Glazed throughout, Large Rear Garden, Driveway with Parking for 2-3 Vehicles, Pedestrian Access to Field Lane 3 Bedrooms, 2 Reception Rooms, Kitchen/Breakfast Room, Bathroom, Double Glazed throughout, Large Rear Garden, Driveway with Parking for 2-3 Vehicles, Pedestrian Access to Field Lane SITUATION: Frimley Grove Gardens is within a ¼ of a mile of Frimley Centre, with its Waitrose local Supermarket and range of small shops. The Centres of Camberley and Farnborough are approximately 2½ miles with their more extensive range of shopping facilities. Frimley Station provides services to London Waterloo and Junction 4 of the M3 Motorway is approximately 1½ miles, giving access to London and the West Country THE ACCOMMODATION COMPRISES: - [Measurements in square brackets are approx. metric equivalents] GROUND FLOOR CANOPY ENTRANCE PORCH ENTRANCE HALL: with night storage radiator; stairs to First Floor and under stair cupboard. DINING ROOM: front aspect; double glazed window. LIVING ROOM : Rear aspect; stone fire surround with tiled hearth; built in cupboard; night storage radiator; double glazed door to lean-to Greenhouse (in poor repair). KITCHEN/BREAKFAST ROOM: dual aspect; single drainer stainless steel sink unit with mixer taps; range of work tops; eye and floor level cupboards; appliance spaces; breakfast bar; corner seat unit; night storage radiator; a double-glazed door to garden. Stairs to: - FIRST FLOOR LANDING: night storage radiator; hatch to roof space. BEDROOM 1: rear aspect; range of built in cupboards. BEDROOM 2: front aspect, tiled fireplace and hearth; built in cupboard. BEDROOM 3: rear aspect. BATHROOM: comprising enclosed bath; wash-hand basin and low cistern w.c. OUTSIDE FRONT GARDEN: small area of lawn with path leading to front door and rear garden providing parking for 2-3 vehicles. LARGE REAR GARDEN: with paved terraced areas; raised beds with decorative walling. The remainder of the garden is natural with one or two fruit trees and a concrete path leading to a rear gate, giving access to Field Lane. [Note: There is potential for vehicle access to be obtained from Field Lane with garaging subject to planning permission] COUNCIL: Surrey Heath Borough Council Council Tax Band 'D' DIRECTIONS: from the roundabout in Frimley Town Centre by Ye Olde White Hart pub, take the B3411 Frimley Green Road towards Frimley Green, bearing left in front of St Peters Church, Frimley Grove Gardens is on the right-hand side and the property will be found on the right. NOTE: Whilst every care has been taken to ensure the accuracy of these Particulars, their correctness is not guaranteed and they do not constitute an offer or form part of a contract. We have not carried out a detailed survey, nor tested the services, appliances and specific fittings. Room sizes are approximate and rounded; they are taken between internal wall surfaces and therefore include cupboards/shelves etc. Formal notice is also given that all carpeting, curtains/blinds and kitchen equipment, whether fitted or not, are deemed to be removeable by the Vendor unless specifically itemised within these sales particulars. Photographs are reproduced for general information with no inference that any items illustrated are included in the sale. ALL ARRANGEMENTS TO VIEW THIS PROPERTY MUST BE MADE BY PRIOR APPOINTMENT WITH CHANCELLOR & SONS MONDAY TO FRIDAY 9.00am TO 5.30pm",,,GU16 7JX,"['http://www.homes-on-line.com//surrey/chancellor-sons.133/xfiles/u133_6001.pdf', 'http://www.homes-on-line.com//surrey/chancellor-sons.133/xfiles/u133_6001.pdf']",Chancellor & Sons,,,,,,,,For Sale,2026-03-07,Old
